year_month,SPI,model
2040-06,0.35034924394409556,FGOALS_f3_H
2040-07,0.6653839913005984,FGOALS_f3_H
2040-08,0.7746019806024939,FGOALS_f3_H
2040-09,1.6804524160256582,FGOALS_f3_H
2040-10,0.3118157697956792,FGOALS_f3_H
2040-11,0.2022214693301578,FGOALS_f3_H
2040-12,0.2022214693301578,FGOALS_f3_H
2041-01,0.2022214693301578,FGOALS_f3_H
2041-02,0.6065668342306939,FGOALS_f3_H
2041-03,0.2022214693301578,FGOALS_f3_H
2041-04,0.2022214693301578,FGOALS_f3_H
2041-05,0.2022214693301578,FGOALS_f3_H
2041-06,0.46066473024181037,FGOALS_f3_H
2041-07,1.0581596793609407,FGOALS_f3_H
